,LotFrontage,MasVnrArea,BsmtUnfSF,HeatingQC,BsmtFullBath,HalfBath,Fireplaces,GarageCars,WoodDeckSF,AllSF,MSZoning_RL,LandContour_HLS,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_Inside,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Somerst,Neighborhood_StoneBr,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_SLvl,YearBuilt_1977,RoofStyle_Hip,RoofMatl_CompShg,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_Plywood,Exterior2nd_BrkFace,Exterior2nd_HdBoard,Exterior2nd_VinylSd,Foundation_PConc,BsmtQual_4.0,BsmtQual_5.0,CentralAir_Y,Electrical_SBrkr,GarageType_Attchd,GarageType_BuiltIn,GarageFinish_Fin,GarageFinish_RFn,MoSold_1,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_COD,SaleType_New,SaleCondition_Family,SaleCondition_Normal,Id_minmax,LotArea_minmax,OverallQual_minmax,OverallCond_minmax,YearRemodAdd_minmax,BsmtExposure_minmax,BsmtFinType1_minmax,FullBath_minmax,BedroomAbvGr_minmax,OpenPorchSF_minmax,TotalBath_minmax
298,0.0,4.2626798770413155,5.407171771460119,2,1.0,0,0.6931471805599453,2.0,0.0,7.9291264873067995,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.2,0.61,0.44,0.62,0.1,0.0,0.67,0.5,0.5,0.7,0.33
299,85.0,5.384495062789089,6.198478716492308,3,1.0,1,0.6931471805599453,2.0,5.153291594497779,7.87359778968554,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.21,0.51,0.44,0.62,0.75,0.0,0.83,0.25,0.5,0.51,0.25
300,115.0,4.976733742420574,5.68697535633982,3,1.0,1,1.0986122886681098,2.0,0.0,7.85748078694253,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.21,0.54,0.44,0.5,0.23,0.0,0.33,0.25,0.5,0.53,0.25
301,0.0,0.0,5.877735781779639,3,0.0,1,0.6931471805599453,2.0,0.0,7.9672801789422,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.21,0.5,0.44,0.62,0.25,0.0,0.83,0.5,0.67,0.56,0.25
302,85.0,4.51085950651685,6.46302945692067,5,1.0,0,0.6931471805599453,2.0,4.454347296253507,7.932003152361385,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.21,0.56,0.56,0.62,0.18,1.0,0.83,0.25,0.67,0.0,0.17
303,68.0,0.0,6.419994928147142,4,1.0,0,0.0,1.0,0.0,7.560601162768557,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.21,0.52,0.44,0.5,0.08,0.0,0.5,0.25,0.33,0.64,0.17
304,90.0,0.0,6.230481447578482,3,1.0,0,0.0,2.0,0.0,8.123261319121745,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.21,0.52,0.56,0.5,0.28,0.0,0.5,0.25,0.33,0.64,0.17
305,92.0,1.3862943611198906,4.955827057601261,5,1.0,0,0.6931471805599453,2.0,0.0,7.9748769005588755,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.21,0.54,0.56,0.62,0.18,0.0,0.5,0.5,0.5,0.59,0.33
306,80.0,5.351858133476067,5.170483995038151,4,1.0,0,1.0986122886681098,2.0,0.0,8.048788283534199,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.21,0.63,0.56,0.88,0.97,0.0,0.83,0.5,0.33,0.71,0.33
307,73.0,5.10594547390058,5.749392985908253,3,1.0,0,0.0,1.0,5.552959584921617,7.746732907753622,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.21,0.49,0.44,0.75,0.1,0.0,0.83,0.25,0.5,0.0,0.17
308,0.0,4.859812404361672,6.666956792429207,4,0.0,1,1.0986122886681098,2.0,0.0,7.88570539124302,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.21,0.58,0.67,0.62,0.17,0.0,0.67,0.25,0.5,0.0,0.08
309,66.0,0.0,5.638354669333745,3,1.0,0,0.0,1.0,5.056245805348308,7.589335823170617,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.21,0.5,0.56,0.88,0.8,0.0,0.83,0.5,0.5,0.0,0.33
310,70.0,0.0,6.338594078203183,3,0.0,0,0.0,1.0,0.0,7.785305182539862,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.21,0.49,0.44,0.5,0.1,0.0,0.5,0.25,0.5,0.54,0.08
311,70.0,0.0,6.590301048196686,4,0.0,0,0.0,1.0,5.638354669333745,7.9247959139564355,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.21,0.49,0.44,0.5,0.08,0.0,0.5,0.25,0.5,0.0,0.08
312,80.0,0.0,5.69035945432406,3,1.0,0,1.0986122886681098,1.0,0.0,7.783640596221253,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.21,0.54,0.33,0.5,0.1,0.0,0.5,0.25,0.5,0.79,0.17
313,76.0,6.489204931325317,7.532088143541722,5,0.0,0,0.0,2.0,0.0,8.224967478914584,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.21,0.51,0.44,0.38,0.13,0.0,0.17,0.5,0.67,0.0,0.17
314,53.0,4.394449154672439,6.35088571671474,4,1.0,0,0.0,1.0,0.0,7.661527081358517,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.22,0.47,0.56,0.75,0.07,0.0,0.83,0.25,0.5,0.0,0.17
315,67.0,0.0,5.780743515792329,3,0.0,0,0.0,2.0,0.0,7.463936604468925,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.22,0.6,0.44,0.5,0.02,0.0,0.5,0.25,0.33,0.0,0.0
316,80.0,0.0,4.543294782270004,3,1.0,0,0.0,1.0,0.0,7.369600720526409,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.22,0.48,0.44,0.62,0.0,0.0,0.67,0.25,0.33,0.0,0.17
317,60.0,0.0,4.61512051684126,4,1.0,0,0.0,1.0,0.0,7.631916513071252,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.22,0.45,0.44,0.88,0.92,0.0,1.0,0.25,0.33,0.0,0.17
318,75.0,4.948759890378168,0.0,3,0.0,1,0.0,1.0,5.342334251964811,7.099201743553092,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.22,0.51,0.44,0.5,0.05,0.0,0.0,0.25,0.33,0.0,0.08
319,78.0,0.0,0.0,5,1.0,1,0.6931471805599453,2.0,0.0,7.708410667257367,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.22,0.56,0.67,0.75,0.82,0.5,0.83,0.25,0.5,0.0,0.25
320,60.0,0.0,6.698268054115413,3,0.0,0,0.0,1.0,4.844187086458591,7.783640596221253,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.22,0.51,0.44,0.62,0.0,0.0,0.67,0.25,0.5,0.0,0.0
321,53.0,0.0,6.675823221634848,4,0.0,0,0.0,1.0,0.0,7.368339686311381,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.22,0.36,0.22,0.5,0.13,0.0,0.17,0.25,0.33,0.68,0.0
322,60.0,0.0,6.517671272912275,5,0.0,0,0.0,2.0,5.236441962829949,7.615298339825815,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.22,0.55,0.44,0.75,0.93,0.0,0.17,0.5,0.67,0.0,0.25
323,80.0,0.0,6.0063531596017325,4,0.0,0,0.0,1.0,0.0,7.275864600546533,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.22,0.47,0.33,0.88,0.88,0.0,0.17,0.25,0.33,0.0,0.0
324,60.0,0.0,6.961296045910167,5,0.0,0,0.0,1.0,0.0,7.665284718471351,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.22,0.53,0.44,0.75,0.0,0.0,0.17,0.25,0.5,0.0,0.0
325,60.0,0.0,7.1808311990445555,3,0.0,0,0.6931471805599453,2.0,0.0,8.213652703029998,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.22,0.54,0.33,0.5,0.0,0.0,0.17,0.5,0.5,0.0,0.17
326,60.0,0.0,6.329720905522696,5,0.0,0,0.0,2.0,0.0,7.719129840906732,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.22,0.44,0.67,1.0,0.97,0.0,0.17,0.5,0.67,0.0,0.17
327,90.0,0.0,6.0330862217988015,4,1.0,0,0.0,0.0,0.0,6.923628628138427,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.22,0.36,0.11,0.5,0.0,0.0,0.17,0.25,0.33,0.67,0.17
328,60.0,0.0,6.580639137284949,3,0.0,0,0.0,2.0,0.0,7.356918242356021,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.22,0.55,0.44,0.75,0.0,0.0,0.17,0.25,0.33,0.0,0.0
329,60.0,0.0,6.447305862541213,3,0.0,1,0.0,1.0,0.0,7.212294468500341,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.23,0.55,0.22,0.5,0.8,0.0,0.17,0.25,0.17,0.52,0.08
330,81.0,6.175867270105761,7.130098510125578,3,0.0,2,0.0,3.0,0.0,8.2409125416889,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.23,0.52,0.56,0.5,0.32,0.0,0.17,0.5,1.0,0.0,0.33
331,83.0,5.69035945432406,6.904750769961838,2,0.0,1,0.0,1.0,0.0,7.923348211930154,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.23,0.53,0.56,0.75,0.22,0.0,0.5,0.25,0.5,0.0,0.08
332,77.0,0.0,4.6913478822291435,4,1.0,0,0.6931471805599453,2.0,0.0,7.640603826393634,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.23,0.56,0.56,0.38,0.28,0.0,0.67,0.25,0.5,0.0,0.17
333,62.0,0.0,5.332718793265369,4,1.0,0,0.0,2.0,0.0,7.551186867296149,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.23,0.46,0.56,1.0,0.95,0.5,1.0,0.25,0.33,0.0,0.17
334,90.0,4.969813299576001,6.327936783729195,4,0.0,0,0.0,1.0,0.0,7.701200180857446,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.23,0.54,0.56,0.62,0.12,0.0,0.5,0.25,0.5,0.0,0.0
335,80.0,4.418840607796598,5.081404364984463,2,0.0,0,0.6931471805599453,1.0,0.0,7.172424577124845,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.23,0.5,0.56,0.62,0.13,1.0,0.17,0.25,0.33,0.51,0.0
336,60.0,0.0,5.1647859739235145,4,0.0,0,0.0,2.0,0.0,7.564757012905729,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.23,0.47,0.56,0.5,0.0,0.79,0.5,0.25,0.5,0.0,0.0
337,71.0,0.0,6.948897222313312,4,0.0,0,0.0,1.0,0.0,7.641564441260972,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.23,0.44,0.44,0.62,0.13,0.0,0.17,0.25,0.5,0.0,0.0
338,60.0,0.0,0.0,3,1.0,0,0.0,1.0,0.0,7.289610521451167,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.23,0.44,0.44,0.75,0.03,0.0,0.83,0.25,0.33,0.64,0.17
339,80.0,0.0,0.0,3,1.0,0,0.0,1.0,0.0,7.445417556701687,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.23,0.46,0.44,0.5,0.15,0.79,1.0,0.25,0.5,0.0,0.17
340,60.0,0.0,6.725033642166843,3,0.0,0,0.0,1.0,0.0,7.738052297689316,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.23,0.55,0.33,0.75,0.77,0.0,0.17,0.5,0.67,0.81,0.17
341,60.0,0.0,6.61338421837956,3,0.0,0,0.0,2.0,5.198497031265826,7.7664168980196555,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.23,0.47,0.56,0.75,0.73,0.0,0.33,0.25,0.5,0.55,0.0
342,76.0,6.042632833682381,6.660575149839686,3,0.0,1,0.0,2.0,0.0,7.8582541821860294,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.23,0.45,0.56,0.5,0.23,0.0,0.17,0.25,0.67,0.61,0.08
343,75.0,4.8283137373023015,0.0,4,1.0,0,0.0,2.0,0.0,7.5406215286571525,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.48,0.44,0.75,0.47,0.79,1.0,0.25,0.33,0.56,0.17
344,80.0,0.0,5.393627546352362,3,1.0,0,0.6931471805599453,1.0,0.0,7.645397699428633,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.46,0.56,0.62,0.22,0.0,0.67,0.25,0.5,0.0,0.17
345,68.0,0.0,6.804614520062624,4,0.0,0,0.0,1.0,4.007333185232471,7.731930721948486,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.28,0.56,0.88,0.8,0.0,0.17,0.25,0.5,0.0,0.0
346,57.0,0.0,5.8289456176102075,4,1.0,0,0.0,2.0,0.0,7.978310969867722,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.53,0.56,0.5,0.0,0.5,0.33,0.5,0.67,0.51,0.33
347,90.0,0.0,5.484796933490655,3,0.0,1,0.0,2.0,0.0,7.344072850573066,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.24,0.65,0.44,0.88,0.88,0.0,0.17,0.25,0.5,0.0,0.08
348,90.0,0.0,6.22455842927536,5,0.0,0,0.0,0.0,0.0,7.585281078639126,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.52,0.44,0.88,0.87,0.0,0.17,0.5,0.5,0.0,0.17
349,57.0,0.0,5.598421958998375,3,0.0,1,0.6931471805599453,2.0,0.0,7.718240951959316,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.4,0.44,0.62,0.0,0.0,0.83,0.25,0.5,0.55,0.08
350,63.0,0.0,6.398594934535208,4,0.0,0,0.0,0.0,0.0,7.741533589281828,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.45,0.33,0.62,0.0,0.0,0.17,0.5,0.67,0.0,0.17
351,56.0,0.0,6.687108607866515,4,0.0,0,0.0,0.0,4.394449154672439,7.718240951959316,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.24,0.53,0.44,0.5,0.0,0.0,0.17,0.25,0.5,0.0,0.0
352,50.0,0.0,5.953243334287785,3,0.0,1,0.0,1.0,0.0,7.64826303090192,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.39,0.44,0.75,0.33,0.0,0.67,0.25,0.5,0.39,0.08
353,62.0,0.0,6.759255270663693,3,0.0,0,0.0,2.0,0.0,7.45182223652793,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.44,0.33,0.62,0.0,0.0,0.17,0.25,0.33,0.0,0.0
354,50.0,0.0,0.0,2,0.0,0,0.0,1.0,0.0,6.418364935936212,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.38,0.11,0.38,0.0,0.0,0.0,0.25,0.17,0.0,0.0
355,60.0,0.0,6.437751649736401,3,0.0,0,0.0,1.0,0.0,7.256297239690681,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.48,0.44,0.88,0.0,0.0,0.17,0.25,0.33,0.0,0.0
356,60.0,0.0,6.519147287940395,3,0.0,0,0.0,2.0,0.0,7.690743163541872,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.51,0.33,0.38,0.0,0.0,0.17,0.5,0.5,0.0,0.17
357,70.0,0.0,6.822197390620491,4,0.0,0,0.0,1.0,0.0,7.981049759665957,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.48,0.56,0.75,0.0,0.5,0.17,0.5,0.5,0.83,0.17
358,60.0,0.0,6.437751649736401,5,1.0,0,0.6931471805599453,1.0,0.0,7.556427969440253,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.25,0.25,0.56,0.75,0.95,0.0,0.17,0.25,0.5,0.7,0.17
359,0.0,0.0,6.437751649736401,5,0.0,0,0.6931471805599453,0.0,0.0,7.273092595999522,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.25,0.22,0.33,0.25,0.0,0.0,0.17,0.25,0.33,0.53,0.0
360,60.0,0.0,6.880384082186005,5,0.0,0,0.0,1.0,0.0,7.8050670442584895,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.25,0.36,0.56,0.62,0.0,0.0,0.17,0.25,0.5,0.0,0.0
361,60.0,0.0,6.60934924316738,5,0.0,0,0.0,3.0,0.0,7.724446645633537,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.25,0.52,0.56,0.75,0.87,0.0,0.17,0.25,0.67,0.0,0.0
362,72.0,0.0,5.5053315359323625,3,0.0,0,0.0,0.0,0.0,6.949856455000773,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.25,0.51,0.22,0.25,0.0,0.0,0.17,0.25,0.33,0.55,0.0
363,0.0,0.0,6.930494765951626,3,0.0,0,0.6931471805599453,1.0,5.58724865840025,7.805882040228621,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.25,0.41,0.56,0.62,0.0,0.0,0.17,0.25,0.5,0.62,0.0
