,LotFrontage,MasVnrArea,BsmtUnfSF,HeatingQC,BsmtFullBath,HalfBath,GarageCars,WoodDeckSF,MSZoning_RL,LandContour_HLS,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_Inside,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Somerst,Neighborhood_StoneBr,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_SLvl,YearBuilt_1977,RoofStyle_Hip,RoofMatl_CompShg,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_Plywood,Exterior2nd_BrkFace,Exterior2nd_HdBoard,Exterior2nd_VinylSd,Foundation_PConc,BsmtQual_4.0,BsmtQual_5.0,CentralAir_Y,Electrical_SBrkr,GarageType_Attchd,GarageType_BuiltIn,GarageFinish_Fin,GarageFinish_RFn,MoSold_1,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_COD,SaleType_New,SaleCondition_Family,SaleCondition_Normal,LotArea_minmax,OverallQual_minmax,OverallCond_minmax,YearRemodAdd_minmax,BsmtExposure_minmax,BsmtFinType1_minmax,FullBath_minmax,BedroomAbvGr_minmax,OpenPorchSF_minmax,TotalBath_minmax
274,76.0,0.0,5.602118820879701,3,0,0,1,5.1298987149230735,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.62,0.38,0.72,0.53,1.0,0.83,0.33,0.27,0.0,0.0
275,55.0,0.0,6.859614903654202,4,0,1,2,4.31748811353631,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.57,0.62,0.72,0.95,0.0,0.17,0.67,0.45,0.0,0.3
276,129.0,0.0,7.353081920515432,5,0,0,2,4.61512051684126,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.66,0.62,0.36,0.88,0.0,0.17,0.67,0.45,0.89,0.2
277,140.0,0.0,6.61338421837956,5,0,0,2,0.0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.92,0.25,0.36,0.02,0.0,0.33,0.33,0.27,0.0,0.0
278,107.0,5.755742213586912,7.660114319173928,5,0,1,3,4.8283137373023015,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.82,0.88,0.36,0.95,1.0,0.17,0.67,0.45,0.82,0.3
279,83.0,5.703782474656201,6.645090969505644,5,0,1,2,5.666426688112432,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.69,0.62,0.36,0.45,0.0,0.67,0.67,0.64,0.85,0.3
280,82.0,5.831882477283517,5.958424693029782,4,0,1,2,0.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.73,0.62,0.55,0.65,0.79,1.0,0.67,0.45,0.79,0.3
281,60.0,4.23410650459726,5.8805329864007,4,0,0,2,0.0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.57,0.5,0.36,0.93,0.0,1.0,0.67,0.27,0.85,0.2
282,34.0,5.117993812416755,6.018593214496234,5,1,0,2,5.153291594497779,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.44,0.62,0.36,0.97,0.0,1.0,0.67,0.27,0.74,0.4
283,74.0,4.290459441148391,7.292337176173877,5,0,0,3,5.351858133476067,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.67,0.75,0.36,0.98,0.0,0.17,0.67,0.45,0.89,0.2
284,50.0,0.0,7.044032897274685,4,1,0,2,0.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.61,0.5,0.36,0.7,0.0,1.0,0.67,0.27,0.0,0.4
285,35.0,0.0,6.439350371100098,5,0,1,2,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.38,0.62,0.36,0.95,0.0,0.17,0.67,0.27,0.71,0.3
286,77.0,0.0,5.746203190540153,3,0,1,2,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.68,0.5,0.72,0.52,0.0,0.5,0.33,0.45,0.0,0.1
287,0.0,0.0,5.501258210544727,3,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.61,0.25,0.13,0.35,0.0,0.67,0.33,0.45,0.0,0.0
288,0.0,3.4657359027997265,6.07073772800249,3,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.68,0.38,0.36,0.28,0.0,0.67,0.33,0.45,0.0,0.0
289,60.0,0.0,6.54965074223381,5,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.64,0.5,0.72,0.88,0.0,0.17,0.33,0.45,0.0,0.0
290,120.0,0.0,6.984716320118266,5,0,1,2,0.0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.85,0.75,0.36,0.93,0.79,0.17,0.67,0.45,0.7,0.3
291,55.0,0.0,6.3473892096560105,5,1,0,0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.48,0.38,0.55,0.83,0.0,0.5,0.67,1.0,0.93,0.4
292,60.0,0.0,6.1675164908883415,4,0,1,1,0.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.74,0.38,0.13,0.97,0.0,0.33,0.33,0.45,0.0,0.1
293,0.0,3.5553480614894135,0.0,2,1,1,2,0.0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.87,0.62,0.72,0.73,0.0,0.83,0.67,0.45,0.99,0.5
294,80.0,5.476463551931511,4.882801922586371,3,1,0,2,4.709530201312334,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.67,0.5,0.36,0.05,0.0,1.0,0.33,0.45,0.0,0.2
295,37.0,0.0,5.220355825078324,3,1,0,2,4.795790545596741,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6,0.5,0.55,0.57,0.79,1.0,0.33,0.45,0.0,0.2
296,75.0,0.0,6.19644412779452,3,0,1,1,5.66988092298052,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.8,0.38,0.36,0.0,0.0,0.67,0.33,0.64,0.0,0.1
297,66.0,6.489204931325317,5.7899601708972535,5,0,1,2,0.0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.58,0.62,0.36,0.8,0.0,0.67,0.67,0.45,0.43,0.3
298,90.0,5.902633333401366,4.969813299576001,4,0,2,2,5.41610040220442,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.74,0.5,0.55,0.3,0.0,0.83,0.33,0.45,0.0,0.2
299,80.0,0.0,6.996681488176539,5,0,0,1,0.0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.81,0.5,0.87,0.9,0.0,0.17,0.33,0.45,0.64,0.0
300,90.0,4.04305126783455,5.783825182329737,3,1,0,1,0.0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.85,0.38,0.36,0.05,0.5,0.67,0.33,0.27,0.0,0.2
301,66.0,0.0,6.617402977974478,5,0,1,2,5.342334251964811,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.86,0.75,0.36,0.82,0.0,1.0,0.67,0.64,0.7,0.3
302,118.0,5.017279836814924,7.340835554123275,5,0,0,3,6.150602768446279,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.8,0.62,0.36,0.87,0.0,0.17,0.67,0.45,0.79,0.2
303,70.0,0.0,0.0,3,1,0,2,5.54907608489522,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.68,0.38,0.72,0.37,0.0,0.83,0.33,0.45,0.0,0.2
304,87.0,0.0,7.293697720601438,5,0,0,3,5.713732805509369,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.91,0.62,1.0,0.87,0.0,0.17,1.0,0.45,0.0,0.4
305,80.0,5.5093883366279774,6.285998094508865,5,1,0,3,5.1298987149230735,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.7,0.75,0.36,0.92,0.0,1.0,0.67,0.45,0.0,0.4
306,116.0,5.5093883366279774,0.0,4,1,1,3,4.852030263919617,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.8,0.62,0.36,0.68,0.0,0.83,0.67,0.64,0.68,0.5
307,0.0,0.0,5.768320995793772,3,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6,0.5,0.72,0.0,0.0,0.17,0.33,0.45,0.89,0.0
308,0.0,0.0,6.396929655216146,5,0,0,2,5.0689042022202315,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.76,0.25,0.36,0.0,0.0,0.67,0.33,0.09,0.0,0.0
309,90.0,0.0,6.434546518787453,5,1,0,3,5.342334251964811,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.77,0.88,0.36,0.9,1.0,1.0,0.67,0.45,0.92,0.4
310,0.0,4.727387818712341,5.19295685089021,4,0,1,2,5.25227342804663,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.59,0.5,0.36,0.73,0.0,0.83,0.67,0.45,0.74,0.3
311,50.0,0.0,5.680172609017068,5,1,0,1,0.0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.61,0.5,0.55,0.87,0.0,0.83,0.33,0.27,0.0,0.2
312,65.0,0.0,5.659482215759621,3,1,0,2,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6,0.38,0.72,0.0,0.5,0.5,0.33,0.45,0.0,0.2
313,150.0,0.0,4.394449154672439,3,2,0,2,0.0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.62,0.36,0.25,1.0,0.83,0.67,0.45,0.0,0.6
314,60.0,0.0,6.569481420414296,5,0,1,2,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.67,0.62,0.72,0.67,0.0,0.33,0.33,0.45,0.0,0.1
315,71.0,0.0,5.676753802268282,5,1,1,2,4.61512051684126,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.6,0.62,0.36,0.92,0.0,1.0,0.67,0.45,0.7,0.5
316,94.0,5.631211781821365,5.0369526024136295,3,1,1,2,5.666426688112432,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.78,0.62,0.72,0.5,0.0,1.0,0.67,0.64,0.94,0.5
317,75.0,0.0,6.9930151229329605,5,0,1,3,5.342334251964811,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.65,0.75,0.36,0.93,0.79,0.17,0.67,0.45,0.69,0.3
318,90.0,5.54907608489522,5.8888779583328805,5,1,1,3,5.831882477283517,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.68,0.62,0.36,0.72,1.0,1.0,0.67,0.64,0.73,0.5
319,0.0,5.420534999272286,5.820082930352362,3,1,0,2,5.455321115357702,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.81,0.62,0.36,0.5,0.79,1.0,0.67,0.45,0.69,0.4
320,111.0,5.916202062607435,7.1308988302963465,5,0,1,3,5.484796933490655,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.86,0.88,0.36,0.93,0.79,0.17,1.0,0.64,0.9,0.5
321,99.0,5.963579343618446,5.117993812416755,5,1,1,3,5.220355825078324,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.76,0.75,0.36,0.9,0.79,1.0,0.67,0.64,0.9,0.5
322,86.0,5.153291594497779,0.0,5,1,1,2,5.308267697401205,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.7,0.62,0.36,0.62,1.0,0.33,0.67,0.64,0.82,0.5
323,49.0,0.0,6.810142450115136,5,1,0,1,4.962844630259907,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.49,0.12,0.87,0.92,0.0,0.83,0.33,0.45,0.82,0.2
324,96.0,5.707110264748875,6.566672429803241,5,0,1,2,5.484796933490655,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.73,0.62,0.72,0.95,0.0,0.17,0.67,0.82,0.0,0.3
325,50.0,0.0,6.405228458030842,1,0,0,2,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.44,0.38,0.55,0.0,0.79,0.67,0.33,0.27,0.0,0.0
326,32.0,0.0,4.61512051684126,5,2,1,2,4.812184355372417,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.72,0.75,0.36,0.72,1.0,1.0,0.33,0.09,0.61,0.5
327,80.0,5.170483995038151,6.70808408385307,3,0,1,1,0.0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.74,0.5,0.36,0.17,0.0,0.5,0.33,0.45,0.68,0.1
328,0.0,0.0,6.739336627357174,4,0,0,2,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.75,0.5,0.55,0.73,0.0,0.17,0.67,0.82,0.73,0.2
329,60.0,0.0,6.391917113392602,3,0,0,1,0.0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.53,0.38,0.36,0.0,0.5,0.17,0.33,0.45,0.0,0.0
330,0.0,4.442651256490317,7.261927092702751,3,0,0,1,5.049856007249537,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.71,0.38,0.13,0.23,0.0,1.0,0.67,1.0,0.0,0.2
331,70.0,0.0,5.351858133476067,2,1,0,1,0.0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.62,0.38,0.55,0.7,0.0,0.5,0.33,0.45,0.0,0.2
332,85.0,5.6937321388027,7.38025578842646,5,1,0,3,0.0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.71,0.75,0.36,0.9,0.0,1.0,0.67,0.45,0.0,0.4
333,59.0,4.990432586778736,6.459904454377535,5,1,0,2,5.262690188904886,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.62,0.62,0.36,0.9,0.79,1.0,0.67,0.27,0.61,0.4
334,59.0,0.0,4.7535901911063645,4,1,1,2,4.61512051684126,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.65,0.5,0.36,0.8,1.0,1.0,0.67,0.45,0.65,0.5
335,0.0,0.0,4.6443908991413725,5,2,0,2,6.508769136971682,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.0,0.38,0.55,0.25,1.0,0.83,0.67,0.45,0.0,0.6
336,86.0,5.303304908059076,6.513230110912307,5,1,0,3,5.187385805840755,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.81,0.88,0.36,0.93,1.0,1.0,0.67,0.45,0.7,0.4
337,70.0,4.736198448394496,6.588926477533519,5,1,0,2,5.262690188904886,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.66,0.62,0.36,0.88,0.79,1.0,0.67,0.45,0.77,0.4
338,91.0,0.0,6.903747257584598,5,1,0,2,4.6913478822291435,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.81,0.62,0.72,0.8,0.5,0.83,0.67,0.45,0.68,0.4
339,66.0,5.176149732573829,6.447305862541213,3,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.77,0.5,0.72,0.8,0.0,0.5,0.33,0.45,0.0,0.0
340,85.0,0.0,6.875232087276577,5,0,1,2,4.912654885736052,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.81,0.75,0.36,0.87,0.0,0.17,0.67,0.64,0.0,0.3
341,60.0,0.0,6.582025138892826,4,0,0,1,5.5254529391317835,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.63,0.25,0.13,0.0,0.0,0.17,0.33,0.27,0.0,0.0
342,0.0,5.831882477283517,0.0,2,0,0,2,0.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.63,0.12,0.13,0.0,0.0,0.0,0.67,0.27,0.0,0.2
343,63.0,6.424869023905388,7.4127640174265625,5,0,0,2,6.206575926724928,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.64,0.88,0.36,0.92,0.0,1.0,0.67,0.27,0.76,0.2
344,36.0,0.0,5.170483995038151,3,0,1,1,5.209486152841421,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.38,0.0,0.43,0.0,0.5,0.33,0.45,0.0,0.1
345,65.0,0.0,6.880384082186005,4,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.53,0.5,0.36,0.0,0.0,0.17,0.33,0.45,0.0,0.0
346,0.0,0.0,6.133398042996649,3,0,0,1,0.0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.78,0.5,0.87,0.8,0.5,0.67,0.33,0.27,0.0,0.0
